Flow Number,Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
85.0,169,1775153614.101755,1775153614.103462,TCP,10.0.0.1,58592,10.0.0.2,1025,,P,T1751,1.0,1.0
,170,1775153614.101872,1775153614.103477,TCP,10.0.0.2,1025,10.0.0.1,58592,,,,,
86.0,171,1775153614.144241,1775153614.146185,TCP,10.0.0.1,58598,10.0.0.2,1025,,P,T1752,1.0,1.0
,172,1775153614.144327,1775153614.146259,TCP,10.0.0.2,1025,10.0.0.1,58598,,,,,
87.0,173,1775153614.188999,1775153614.190671,TCP,10.0.0.1,58610,10.0.0.2,1025,,P,T1753,1.0,1.0
,174,1775153614.189046,1775153614.190683,TCP,10.0.0.2,1025,10.0.0.1,58610,,,,,
88.0,175,1775153614.233415,1775153614.235057,TCP,10.0.0.1,58612,10.0.0.2,1025,,P,T1754,1.0,1.0
,176,1775153614.233441,1775153614.235066,TCP,10.0.0.2,1025,10.0.0.1,58612,,,,,
89.0,177,1775153614.272424,1775153614.274093,TCP,10.0.0.1,58616,10.0.0.2,1025,,P,T1755,1.0,1.0
,178,1775153614.272479,1775153614.2741,TCP,10.0.0.2,1025,10.0.0.1,58616,,,,,
90.0,179,1775153614.315558,1775153614.317067,TCP,10.0.0.1,58618,10.0.0.2,1025,,P,T1756,1.0,1.0
,180,1775153614.31561,1775153614.317074,TCP,10.0.0.2,1025,10.0.0.1,58618,,,,,
91.0,181,1775153614.358883,1775153614.360377,TCP,10.0.0.1,58628,10.0.0.2,1025,,P,T1757,1.0,1.0
,182,1775153614.358929,1775153614.360389,TCP,10.0.0.2,1025,10.0.0.1,58628,,,,,
92.0,183,1775153614.400671,1775153614.403183,TCP,10.0.0.1,58634,10.0.0.2,1025,,P,T1758,1.0,1.0
,184,1775153614.400716,1775153614.4032,TCP,10.0.0.2,1025,10.0.0.1,58634,,,,,
93.0,185,1775153614.447194,1775153614.449085,TCP,10.0.0.1,58638,10.0.0.2,1025,,P,T1759,1.0,1.0
,186,1775153614.447252,1775153614.449091,TCP,10.0.0.2,1025,10.0.0.1,58638,,,,,
94.0,187,1775153614.488399,1775153614.490068,TCP,10.0.0.1,58650,10.0.0.2,1025,,P,T1760,1.0,1.0
,188,1775153614.488426,1775153614.490072,TCP,10.0.0.2,1025,10.0.0.1,58650,,,,,
95.0,189,1775153614.528454,1775153614.530204,TCP,10.0.0.1,58656,10.0.0.2,1025,,P,T1761,1.0,1.0
,190,1775153614.528541,1775153614.530223,TCP,10.0.0.2,1025,10.0.0.1,58656,,,,,
96.0,191,1775153614.569992,1775153614.571781,TCP,10.0.0.1,58670,10.0.0.2,1025,,P,T1762,1.0,1.0
,192,1775153614.570081,1775153614.571786,TCP,10.0.0.2,1025,10.0.0.1,58670,,,,,
97.0,193,1775153614.613838,1775153614.615136,TCP,10.0.0.1,58676,10.0.0.2,1025,,P,T1763,1.0,1.0
,194,1775153614.613873,1775153614.615148,TCP,10.0.0.2,1025,10.0.0.1,58676,,,,,
98.0,195,1775153614.657605,1775153614.659206,TCP,10.0.0.1,58690,10.0.0.2,1025,,P,T1764,1.0,1.0
,196,1775153614.657646,1775153614.659222,TCP,10.0.0.2,1025,10.0.0.1,58690,,,,,
99.0,197,1775153614.700735,1775153614.702919,TCP,10.0.0.1,58698,10.0.0.2,1025,,P,T1765,1.0,1.0
,198,1775153614.700781,1775153614.702926,TCP,10.0.0.2,1025,10.0.0.1,58698,,,,,
100.0,199,1775153614.742081,1775153614.743677,TCP,10.0.0.1,58710,10.0.0.2,1025,,P,T1766,1.0,1.0
,200,1775153614.742111,1775153614.743683,TCP,10.0.0.2,1025,10.0.0.1,58710,,,,,
