Seq,Start TimeStamp,Finish TimeStamp,Protocol,Src IP,Src Port,Dst IP,Dst Port,ICMP ID,Type,ID Sub/Technique,#Attack Messages,#Attack Instances
198,1654936823.447455,1654936823.503313,TCP,192.168.2.2,80.0,192.168.1.3,45810.0,,P,T1586.001,,
199,1654936823.503207,1654936823.57819,TCP,192.168.1.3,45812.0,192.168.2.2,80.0,,P,T1586.001,,
200,1654936823.503413,1654936823.578517,TCP,192.168.2.2,80.0,192.168.1.3,45812.0,,P,T1586.001,,
201,1654936823.578368,1654936823.668272,TCP,192.168.1.3,45814.0,192.168.2.2,80.0,,P,T1586.001,,
202,1654936823.578722,1654936823.6685,TCP,192.168.2.2,80.0,192.168.1.3,45814.0,,P,T1586.001,,
203,1654936823.668367,1654936823.718949,TCP,192.168.1.3,45816.0,192.168.2.2,80.0,,P,T1586.001,,
204,1654936823.668581,1654936823.719156,TCP,192.168.2.2,80.0,192.168.1.3,45816.0,,P,T1586.001,,
205,1654936823.719058,1654936823.795356,TCP,192.168.1.3,45818.0,192.168.2.2,80.0,,P,T1586.001,,
206,1654936823.719286,1654936823.795667,TCP,192.168.2.2,80.0,192.168.1.3,45818.0,,P,T1586.001,,
207,1654936823.795425,1654936823.851089,TCP,192.168.1.3,45820.0,192.168.2.2,80.0,,P,T1586.001,,
208,1654936823.795676,1654936823.851248,TCP,192.168.2.2,80.0,192.168.1.3,45820.0,,P,T1586.001,,
209,1654936823.85128,1654936823.918533,TCP,192.168.1.3,45822.0,192.168.2.2,80.0,,P,T1586.001,,
210,1654936823.851486,1654936823.918729,TCP,192.168.2.2,80.0,192.168.1.3,45822.0,,P,T1586.001,,
211,1654936823.918636,1654936824.015894,TCP,192.168.1.3,45824.0,192.168.2.2,80.0,,P,T1586.001,,
212,1654936823.918819,1654936824.016222,TCP,192.168.2.2,80.0,192.168.1.3,45824.0,,P,T1586.001,,
213,1654936824.015947,1654936824.0703,TCP,192.168.1.3,45828.0,192.168.2.2,80.0,,P,T1586.001,,
214,1654936824.01623,1654936824.070452,TCP,192.168.2.2,80.0,192.168.1.3,45828.0,,P,T1586.001,,
215,1654936824.070431,1654936824.133791,TCP,192.168.1.3,45830.0,192.168.2.2,80.0,,P,T1586.001,,
216,1654936824.070603,1654936824.134137,TCP,192.168.2.2,80.0,192.168.1.3,45830.0,,P,T1586.001,,
217,1654936824.133852,1654936824.192276,TCP,192.168.1.3,45832.0,192.168.2.2,80.0,,P,T1586.001,,
218,1654936824.134146,1654936824.192345,TCP,192.168.2.2,80.0,192.168.1.3,45832.0,,P,T1586.001,,
219,1654936824.192448,1654936824.245353,TCP,192.168.1.3,45834.0,192.168.2.2,80.0,,P,T1586.001,,
220,1654936824.192618,1654936824.245551,TCP,192.168.2.2,80.0,192.168.1.3,45834.0,,P,T1586.001,,
221,1654936824.245528,1654936824.310582,TCP,192.168.1.3,45836.0,192.168.2.2,80.0,,P,T1586.001,,
222,1654936824.245815,1654936824.310737,TCP,192.168.2.2,80.0,192.168.1.3,45836.0,,P,T1586.001,,
223,1654936824.310664,1654936824.53373,TCP,192.168.1.3,45838.0,192.168.2.2,80.0,,P,T1586.001,,
224,1654936824.310811,1654936824.534114,TCP,192.168.2.2,80.0,192.168.1.3,45838.0,,P,T1586.001,,
225,1654936824.53373,1654936825.232679,TCP,192.168.1.3,45840.0,192.168.2.2,80.0,,P,T1586.001,,
226,1654936824.534123,1654936825.234466,TCP,192.168.2.2,80.0,192.168.1.3,45840.0,,P,T1586.001,,
227,1654936825.234525,1654936825.857145,TCP,192.168.1.3,45842.0,192.168.2.2,80.0,,P,T1586.001,,
228,1654936825.23634,1654936825.858382,TCP,192.168.2.2,80.0,192.168.1.3,45842.0,,P,T1586.001,,
229,1654936825.857844,1654936826.209694,TCP,192.168.1.3,45844.0,192.168.2.2,80.0,,P,T1586.001,,
230,1654936825.858771,1654936826.210701,TCP,192.168.2.2,80.0,192.168.1.3,45844.0,,P,T1586.001,,
231,1654936826.210224,1654936826.544306,TCP,192.168.1.3,45846.0,192.168.2.2,80.0,,P,T1586.001,,
232,1654936826.211201,1654936826.545179,TCP,192.168.2.2,80.0,192.168.1.3,45846.0,,P,T1586.001,,
